id,Date,Tweet,cleaned_tweet,Json,labels
10,2020-05-22 08:41:18+00:00,"अम्फान चक्रवात: पीएम मोदी का हवाई सर्वे, जाने समीक्षा बैठक में पीएम ने क्या किया एलान @PMOIndia 
https://t.co/AKNmhg2pDT","अम्फान चक्रवात: पीएम मोदी का हवाई सर्वे, जाने समीक्षा बैठक में पीएम ने क्या किया एलान  
","{
  ""DEATHS"": NaN,
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
11,2020-05-22 05:52:15+00:00,"चक्रवात अम्फान ने गिराया आम का पेड़, सौरव गांगुली ने ऐसे बचाया, देखें- PICS https://t.co/yGYd195841","चक्रवात अम्फान ने गिराया आम का पेड़, सौरव गांगुली ने ऐसे बचाया, देखें-  ","{
  ""DEATHS"": NaN,
  ""MISSING"": NaN,
  ""TRAP"": NaN,
  ""INJURED"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": ""आम का पेड़ गिराया"",
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}","['O', 'O', 'O', 'O', 'B-PLANT AND ANIMAL LOSS', 'I-PLANT AND ANIMAL LOSS', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
12,2020-05-20 04:09:40+00:00,"अम्फान : तेज हुई चक्रवात की रफ्तार, ओडिशा के करीब पहुंचा, हाई अलर्ट https://t.co/h4j70TU6C9","अम्फान : तेज हुई चक्रवात की रफ्तार, ओडिशा के करीब पहुंचा, हाई अलर्ट ","{
  ""DEATHS"": NaN,
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
13,2020-05-20 08:39:56+00:00,"पश्चिम बंगाल के नजदीक पहुंचा चक्रवात अम्फान...
#CycloneAmphanUpdate https://t.co/xG3emsrIux","पश्चिम बंगाल के नजदीक पहुंचा चक्रवात अम्फान...
  ","{
  ""DEATHS"": NaN,
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
14,2020-05-20 10:55:15+00:00,चक्रवात अम्फान: बांग्लादेश में 14 लाख लोगों को निकाला गया https://t.co/I2uxQuxp7m,चक्रवात अम्फान: बांग्लादेश में 14 लाख लोगों को निकाला गया,"{
  ""DEATHS"": NaN,
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": ""14 लाख लोगों को निकाला गया"",
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}","['O', 'O', 'O', 'O', 'B-AFFECTED POPULATION', 'I-AFFECTED POPULATION', 'I-AFFECTED POPULATION', 'I-AFFECTED POPULATION', 'I-AFFECTED POPULATION', 'I-AFFECTED POPULATION']"
15,2020-05-23 21:57:20+00:00,"भारत की संवेदना पर पाकिस्‍तान को आई शर्म, तीन दिन बाद चक्रवात अम्‍फान से हुई तबाही पर जताया दुख https://t.co/1vwE7aFkmL","भारत की संवेदना पर पाकिस्तान को आई शर्म, तीन दिन बाद चक्रवात अम्फान से हुई तबाही पर जताया दुख ","{
  ""DEATHS"": NaN,
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
16,2020-05-20 09:00:02+00:00,"सुपर साइक्लोन अम्फान LIVE / 21 साल बाद सबसे तेज तूफान: शाम 4 बजे सुंदरबन के पास तट से टकराएगा चक्रवात, 185 किमी की रफ्तार से हवाएं चलेगीं
https://t.co/Ahri0AJ3Pw 

#AmphanSuperCyclone #AmphanUpdate https://t.co/05xBtrXnKb","सुपर साइक्लोन अम्फान  / 21 साल बाद सबसे तेज तूफान: शाम 4 बजे सुंदरबन के पास तट से टकराएगा चक्रवात, 185 किमी की रफ्तार से हवाएं चलेगीं","{
  ""DEATHS"": NaN,
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
17,2020-05-22 06:42:53+00:00,"चक्रवात 'अम्फान'(#CycloneAmphan): प्रधानमंत्री @narendramodi #बंगाल, #ओडिशा में प्रभावित क्षेत्रों का हवाई सर्वेक्षण करेंगे
https://t.co/K67l0G9fTD

via NaMo App https://t.co/zRwuTqsVfI","चक्रवात 'अम्फान'( ): प्रधानमंत्री  ,  में प्रभावित क्षेत्रों का हवाई सर्वेक्षण करेंगे


   ","{
  ""DEATHS"": NaN,
  ""MISSING"": NaN,
  ""TRAP"": NaN,
  ""INJURED"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
18,2020-05-17 13:30:33+00:00,तीव्र तूफान में बदला चक्रवात अम्फान (लीड-1) https://t.co/HXgX5xeXsg,तीव्र तूफान में बदला चक्रवात अम्फान (लीड-1),"{
  ""DEATHS"": NaN,
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
19,2020-05-20 17:25:14+00:00,"पश्चिम बंगाल, में चक्रवात #अम्फान की तीव्रता बढ़ती हुई नज़र आई। तेज हवाओं के साथ भारी वर्षा का प्रकोप जारी। #CycloneAmphanUpdate #CycloneAmphan #newsorkami #news #cyclone #orrisa #bengal https://t.co/9rNZteQmAF","पश्चिम बंगाल, में चक्रवात  की तीव्रता बढ़ती हुई नज़र आई। तेज हवाओं के साथ भारी वर्षा का प्रकोप जारी।               ","{
  ""DEATHS"": NaN,
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
20,2020-05-21 17:10:47+00:00,@NorbertElekes चक्रवात अम्फान से प्रभावित लोगों की मदद में 'कोई कसर नहीं छोड़ी जाएगी।',चक्रवात अम्फान से प्रभावित लोगों की मदद में 'कोई कसर नहीं छोड़ी जाएगी।',"{
  ""DEATHS"": NaN,
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": ""मदद में 'कोई कसर नहीं छोड़ी जाएगी'""
}","['O', 'O', 'O', 'O', 'O', 'O', 'B-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'O']"
21,2020-06-01 13:19:08+00:00,"अम्फान के बाद गुजरात-महाराष्ट्र को डरा रहा चक्रवात 'निसर्ग', अमित शाह ने की हाई लेवल मीटिंग
#Gujarat #AmitShah #tufan #Covid_19SA #cyrilramaphosa 
#1MSoonForFaisu 

https://t.co/XTH0fg0eGD","अम्फान के बाद गुजरात-महाराष्ट्र को डरा रहा चक्रवात 'निसर्ग', अमित शाह ने की हाई लेवल मीटिंग
       _19   
 1","{
  ""DEATHS"": NaN,
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
22,2020-05-18 08:04:54+00:00,"चक्रवात ‘अम्फान‘ 12 घंटों में बन जाएगा सुपर चक्रवात, 185 किमी प्रति घंटे की रफ्तार से मचा सकता है तबाही
https://t.co/mV96Fmhe6A","चक्रवात ‘अम्फान‘ 12 घंटों में बन जाएगा सुपर चक्रवात, 185 किमी प्रति घंटे की रफ्तार से मचा सकता है तबाही","{
    ""DEATHS"": NaN,
    ""MISSING"": NaN,
    ""INJURED"": NaN,
    ""TRAP"": NaN,
    ""AFFECTED POPULATION"": NaN,
    ""PLANT AND ANIMAL LOSS"": NaN,
    ""HEALTH ISSUES"": NaN,
    ""FOOD SHORTAGE"": NaN,
    ""FINANCIAL CRISIS"": NaN,
    ""INFRASTRUCTURE DAMAGE"": NaN,
    ""HELP AND RELIEF"": NaN
}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
23,2020-05-19 07:53:24+00:00,"कुछ घंटों में 'अम्फान' बन जाएगा सुपर चक्रवात, 275 किमी प्रति घंटे की रफ्तार से ढा सकता है कहर https://t.co/lL5D6F0WGg","कुछ घंटों में 'अम्फान' बन जाएगा सुपर चक्रवात, 275 किमी प्रति घंटे की रफ्तार से ढा सकता है कहर","{
  ""DEATHS"": NaN,
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
24,2020-06-06 09:23:42+00:00,बांग्लादेश के खिलाड़ियों ने अम्फान चक्रवात से प्रभावित लोगों को साफ पानी मुहैया कराया https://t.co/323rf8SDwP,बांग्लादेश के खिलाड़ियों ने अम्फान चक्रवात से प्रभावित लोगों को साफ पानी मुहैया कराया,"{
  ""DEATHS"": NaN,
  ""MISSING"": NaN,
  ""TRAP"": NaN,
  ""INJURED"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": ""साफ पानी मुहैया कराया""
}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF']"
25,2020-05-20 01:35:56+00:00,"ओडिशा के रूप में अम्फान कमजोर हो गया, चक्रवात के लिए बंगाल ब्रेस https://t.co/lx8metjCOr","ओडिशा के रूप में अम्फान कमजोर हो गया, चक्रवात के लिए बंगाल ब्रेस ","{
  ""DEATHS"": NaN,
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
26,2020-05-17 23:53:00+00:00,चक्रवात ‘अम्फान’ बहुत गंभीर चक्रवाती तूफान में तीव्र हो जाता है: IMD https://t.co/kK3ZmndvDz,चक्रवात ‘अम्फान’ बहुत गंभीर चक्रवाती तूफान में तीव्र हो जाता है: ,"{
  ""DEATHS"": NaN,
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
27,2020-05-22 14:34:03+00:00,"चक्रवात अम्फान लाइव अपडेट: पीएम मोदी ने ओडिशा के लिए 500 करोड़ रुपये की अग्रिम सहायता की घोषणा की
#odisha #pmmodi #navpravah",चक्रवात अम्फान लाइव अपडेट: पीएम मोदी ने ओडिशा के लिए 500 करोड़ रुपये की अग्रिम सहायता की घोषणा की,"{
  ""DEATHS"": NaN,
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": ""500 करोड़ रुपये की अग्रिम सहायता""
}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'O', 'O', 'O']"
