id,Date,Tweet,cleaned_tweet,hashtags,chatgpt annotation,labels
10,2021-02-07 23:54:14+00:00,@awasthi_avanish @NidhiSi25924094 @kpmaurya1 @UPGovt चाहे पुलवामा हमला हो या उत्तराखंड की बाढ़ मजाल है रैली करने मे चूक हो जाए सत्ता के भूखे,चाहे पुलवामा हमला हो या उत्तराखंड की बाढ़ मजाल है रैली करने मे चूक हो जाए सत्ता के भूखे,[],"{ ""DEATHS"": NaN, ""MISSING"": NaN, ""INJURED"": NaN, ""TRAP"": NaN, ""AFFECTED POPULATION"": NaN, ""PLANT AND ANIMAL LOSS"": NaN, ""HEALTH ISSUES"": NaN, ""FOOD SHORTAGE"": NaN, ""FINANCIAL CRISIS"": NaN, ""INFRASTRUCTURE DAMAGE"": NaN, ""HELP AND RELIEF"": NaN }","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
11,2021-02-08 02:49:55+00:00,देवभूमि उत्तराखंड के चमोली में ग्लेशियर फटने से हुई बाढ़ त्रासदी बेहद दु:खद है। इस घटना में जान गंवाने वालो लोगों व घायलों के प्रति मेरी संवेदनाएं हैं। मैं ईश्वर से प्रभावित लोगों व बचाव कार्य मे लगे कर्मियों की सुरक्षा के लिए प्रार्थना करता हूँ।🙏🙏,देवभूमि उत्तराखंड के चमोली में ग्लेशियर फटने से हुई बाढ़ त्रासदी बेहद दु:खद है। इस घटना में जान गंवाने वालो लोगों व घायलों के प्रति मेरी संवेदनाएं हैं। मैं ईश्वर से प्रभावित लोगों व बचाव कार्य मे लगे कर्मियों की सुरक्षा के लिए प्रार्थना करता हूँ।,[],"{
  ""DEATHS"": ""जान गंवाने वालो लोगों"",
  ""MISSING"": NaN,
  ""TRAP"": NaN,
  ""INJURED"": ""घायलों के प्रति मेरी संवेदनाएं"",
  ""AFFECTED POPULATION"": ""प्रभावित लोगों"",
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": ""बचाव कार्य मे लगे कर्मियों की सुरक्षा के लिए प्रार्थना""
}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'O', 'B-INJURED', 'I-INJURED', 'I-INJURED', 'I-INJURED', 'I-INJURED', 'O', 'O', 'O', 'O', 'B-AFFECTED POPULATION', 'I-AFFECTED POPULATION', 'O', 'B-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'O', 'O']"
12,2021-02-07 17:56:14+00:00,उत्तराखंड के सभी निवाशियो के साथ और बाढ़ की चपेट में आए लोगों के साथ पूरे देश की संवेदानए जुड़ी हुई है सरकार को तत्काल प्रभाव से उनकी मदद करनी चाइए और सभी पार्टियों को आगे आकार उनकी मदद करनी चाइए।@BJP4India @BJP4UK @yashmaurya563 #UttarakhandDisaster,उत्तराखंड के सभी निवाशियो के साथ और बाढ़ की चपेट में आए लोगों के साथ पूरे देश की संवेदानए जुड़ी हुई है सरकार को तत्काल प्रभाव से उनकी मदद करनी चाइए और सभी पार्टियों को आगे आकार उनकी मदद करनी चाइए।,[],"{ ""DEATHS"": NaN, ""MISSING"": NaN, ""INJURED"": NaN, ""TRAP"": NaN, ""AFFECTED POPULATION"": NaN, ""PLANT AND ANIMAL LOSS"": NaN, ""HEALTH ISSUES"": NaN, ""FOOD SHORTAGE"": NaN, ""FINANCIAL CRISIS"": NaN, ""INFRASTRUCTURE DAMAGE"": NaN, ""HELP AND RELIEF"": NaN }","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
13,2021-02-23 07:05:44+00:00,"पतंजलि ने उत्तराखंड के चमोली व केदारनाथ के  प्रभावित लोगों का सहयोग कर अपना कर्तव्य निभाया है। पतंजलि जैसी संस्थान आगे आकर बाढ़ राहत के कार्यों में अपने सैकड़ों कार्यकर्ताओं के साथ सेवा भी करते हैं और सहयोग भी करते हैं। 
#ThanksSwamiRamdev #परोपकारी_स्वामीरामदेव
#Chandigarh","पतंजलि ने उत्तराखंड के चमोली व केदारनाथ के  प्रभावित लोगों का सहयोग कर अपना कर्तव्य निभाया है। पतंजलि जैसी संस्थान आगे आकर बाढ़ राहत के कार्यों में अपने सैकड़ों कार्यकर्ताओं के साथ सेवा भी करते हैं और सहयोग भी करते हैं। 
  
 ",['परोपकारी_स्वामीरामदेव'],"{
  ""DEATHS"": NaN,
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": "" चमोली व केदारनाथ के  प्रभावित लोगों"",
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": ""राहत के कार्यों में अपने सैकड़ों कार्यकर्ताओं के साथ सेवा भी करते हैं और सहयोग भी करते""
}","['O', 'O', 'O', 'O', 'B-AFFECTED POPULATION', 'I-AFFECTED POPULATION', 'I-AFFECTED POPULATION', 'I-AFFECTED POPULATION', 'I-AFFECTED POPULATION', 'I-AFFECTED POPULATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'O']"
14,2021-02-07 13:19:43+00:00,"उत्तराखंड के चमोली जिले में ग्लेशियर टूटने से धौली नदी में बाढ़ आने से तबाही के दुखद समाचार मिले। 

मैं ईश्वर से प्रार्थना करता हूँ कि उत्तराखंड वासियों की इस आपदा से रक्षा करें। https://t.co/Fx4YuUohun","उत्तराखंड के चमोली जिले में ग्लेशियर टूटने से धौली नदी में बाढ़ आने से तबाही के दुखद समाचार मिले। 

मैं ईश्वर से प्रार्थना करता हूँ कि उत्तराखंड वासियों की इस आपदा से रक्षा करें। ",[],"{ ""DEATHS"": NaN, ""MISSING"": NaN, ""INJURED"": NaN, ""TRAP"": NaN, ""AFFECTED POPULATION"": NaN, ""PLANT AND ANIMAL LOSS"": NaN, ""HEALTH ISSUES"": NaN, ""FOOD SHORTAGE"": NaN, ""FINANCIAL CRISIS"": NaN, ""INFRASTRUCTURE DAMAGE"": NaN, ""HELP AND RELIEF"": NaN }","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15,2021-02-07 07:20:27+00:00,"उत्तराखंड: चमोली जिले में ग्लेशियर फटा, धौली नदी में बाढ़ से हरिद्वार तक बढ़ा खतरा, अलर्ट जारी https://t.co/ZpOWNH2ywF","उत्तराखंड: चमोली जिले में ग्लेशियर फटा, धौली नदी में बाढ़ से हरिद्वार तक बढ़ा खतरा, अलर्ट जारी ",[],"{ ""DEATHS"": NaN, ""MISSING"": NaN, ""INJURED"": NaN, ""TRAP"": NaN, ""AFFECTED POPULATION"": NaN, ""PLANT AND ANIMAL LOSS"": NaN, ""HEALTH ISSUES"": NaN, ""FOOD SHORTAGE"": NaN, ""FINANCIAL CRISIS"": NaN, ""INFRASTRUCTURE DAMAGE"": NaN, ""HELP AND RELIEF"": NaN }","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
16,2021-02-07 07:04:10+00:00,"उत्तराखंड के चमोली जिले में ग्लेशियर फटा, धौली नदी में बाढ़ से हरिद्वार तक बढ़ा खतरा, अलर्ट जारी।
#Uttrakhand #Glacier https://t.co/iRs2KdtgoB","उत्तराखंड के चमोली जिले में ग्लेशियर फटा, धौली नदी में बाढ़ से हरिद्वार तक बढ़ा खतरा, अलर्ट जारी।
    ",[],"{ ""DEATHS"": NaN, ""MISSING"": NaN, ""INJURED"": NaN, ""TRAP"": NaN, ""AFFECTED POPULATION"": NaN, ""PLANT AND ANIMAL LOSS"": NaN, ""HEALTH ISSUES"": NaN, ""FOOD SHORTAGE"": NaN, ""FINANCIAL CRISIS"": NaN, ""INFRASTRUCTURE DAMAGE"": NaN, ""HELP AND RELIEF"": NaN }","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
17,2021-02-07 14:11:44+00:00,"उत्तराखंड के चमोली में  ग्लेशियर टूटने और अचानक बाढ़ से हुई  जन - धन की क्षति  के विषय में जानकर व्यथित हूँ।आपदा प्रबंधन तथा प्रशासन राहत और बचाव के यथा संभव प्रयास कर रहे हैं।दुर्घटना से प्रभावित क्षेत्र के निवासियों की  सुरक्षा के लिए ईश्वर से प्रार्थना करता हूं।
#Uttarakhand","उत्तराखंड के चमोली में  ग्लेशियर टूटने और अचानक बाढ़ से हुई  जन - धन की क्षति  के विषय में जानकर व्यथित हूँ।आपदा प्रबंधन तथा प्रशासन राहत और बचाव के यथा संभव प्रयास कर रहे हैं।दुर्घटना से प्रभावित क्षेत्र के निवासियों की  सुरक्षा के लिए ईश्वर से प्रार्थना करता हूं।
 ",[],"{
  ""DEATHS"": ""जन - धन की क्षति"",
  ""MISSING"": NaN,
  ""TRAP"": NaN,
  ""INJURED"": NaN,
  ""AFFECTED POPULATION"": ""प्रभावित क्षेत्र के निवासियों"",
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": ""प्रशासन राहत और बचाव के यथा संभव प्रयास कर रहे""
}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'O', 'O', 'B-AFFECTED POPULATION', 'I-AFFECTED POPULATION', 'I-AFFECTED POPULATION', 'I-AFFECTED POPULATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
18,2021-02-07 11:39:18+00:00,उत्तराखंड के चमोली में ग्लेशियर फटने के कारण आई बाढ़ में कई लोगों के लापता होने का समाचार बेहद चिंताजनक है। प्राकृतिक आपदा की इस दुख की घड़ी में पूरा देश उत्तराखंड के साथ है।,उत्तराखंड के चमोली में ग्लेशियर फटने के कारण आई बाढ़ में कई लोगों के लापता होने का समाचार बेहद चिंताजनक है। प्राकृतिक आपदा की इस दुख की घड़ी में पूरा देश उत्तराखंड के साथ है।,[],"{
    ""DEATHS"": NaN,
    ""MISSING"": ""कई लोगों के लापता"",
    ""TRAP"": NaN,
    ""INJURED"": NaN,
    ""AFFECTED POPULATION"": NaN,
    ""PLANT AND ANIMAL LOSS"": NaN,
    ""HEALTH ISSUES"": NaN,
    ""FOOD SHORTAGE"": NaN,
    ""FINANCIAL CRISIS"": NaN,
    ""INFRASTRUCTURE DAMAGE"": NaN,
    ""HELP AND RELIEF"": NaN
}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISSING', 'I-MISSING', 'I-MISSING', 'I-MISSING', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
19,2021-02-11 10:02:13+00:00,"उत्तराखंड के हालिया बाढ़ से प्रभावित क्षेत्र में एक झूला ब्रिज बन रहा है, जो जल्द ही 13 गांवों में रहने वाले सैकड़ों लोगों को जोड़ेगा। @ITBP_official फोर्स ने 13 गांवों को फिर से जोड़ने की जिम्मेदारी ली है। आईटीबीपी बचाव कार्य में भी लगी हुई है। #UttarakhandGlacierBurst https://t.co/KSSYnoYJfQ","उत्तराखंड के हालिया बाढ़ से प्रभावित क्षेत्र में एक झूला ब्रिज बन रहा है, जो जल्द ही 13 गांवों में रहने वाले सैकड़ों लोगों को जोड़ेगा।  फोर्स ने 13 गांवों को फिर से जोड़ने की जिम्मेदारी ली है। आईटीबीपी बचाव कार्य में भी लगी हुई है।   ",[],"{
  ""DEATHS"": NaN,
  ""MISSING"": NaN,
  ""TRAP"": NaN,
  ""INJURED"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": ""आईटीबीपी बचाव कार्य में भी लगी हुई है""
}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'O']"
